sample_id,pair_id,actor,statement,repetition,intensity,emotion,donor_sample_id,donor_sign,layer_index,clean_raw,patched_raw,delta_raw,clean_lens,patched_lens,delta_lens
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,20,-6.139708518981934,-6.105688571929932,0.03401994705200195,-2.9992189407348633,-2.9429454803466797,0.056273460388183594
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,21,-7.52316951751709,-7.399633884429932,0.1235356330871582,-3.3511781692504883,-3.194486618041992,0.1566915512084961
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,22,-11.831596374511719,-11.635246276855469,0.19635009765625,-3.815483808517456,-3.6467459201812744,0.16873788833618164
pair_0055_sad,pair_0055,14,02,02,01,sad,pair_0055_happy,1,23,-15.711833953857422,-15.473569869995117,0.2382640838623047,-3.8608345985412598,-3.6745567321777344,0.1862778663635254
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,0,-0.23778954148292542,-0.23778954148292542,-0.0,3.2404637336730957,3.2404637336730957,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,1,-0.5105375647544861,-0.5105375647544861,-0.0,2.798898220062256,2.798898220062256,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,2,-0.8173609375953674,-0.8173609375953674,-0.0,1.7189034223556519,1.7189034223556519,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,3,-0.7478448748588562,-0.7478448748588562,-0.0,2.191664218902588,2.191664218902588,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,4,-0.7948585748672485,-0.7948585748672485,-0.0,1.8567228317260742,1.8567228317260742,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,5,-0.9063063859939575,-0.9063063859939575,-0.0,1.366848349571228,1.366848349571228,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,6,-1.0468672513961792,-1.0468672513961792,-0.0,0.643288254737854,0.643288254737854,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,7,-1.196747899055481,-1.196747899055481,-0.0,0.13078618049621582,0.13078618049621582,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,8,-1.514583706855774,-1.514583706855774,-0.0,-1.1430082321166992,-1.1430082321166992,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,9,-1.702476978302002,-1.702476978302002,-0.0,-1.6249467134475708,-1.6249467134475708,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,10,-1.9649970531463623,-1.9649970531463623,-0.0,-2.7472920417785645,-2.7472920417785645,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,11,-1.9166350364685059,-1.9166350364685059,-0.0,-2.3628125190734863,-2.3628125190734863,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,12,-1.7845078706741333,-1.7845078706741333,-0.0,-1.7213873863220215,-1.7213873863220215,-0.0
pair_0056_happy,pair_0056,15,01,01,01,happy,pair_0056_sad,-1,13,-2.173215389251709,-2.173215389251709,-0.0,-2.605041980743408,-2.605041980743408,-0.0
